#observation_name	blast_taxonomy	 blast_subject	blast_perc_identity	blast_perc_query_coverage	blast_evalue	blast_aln_length
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148196	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	5039997	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	5178893	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148263	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148211	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148014	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148181	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148918	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	8397898	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148049	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148253	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148836	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148953	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148210	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3757903	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148200	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148004	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148185	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148048	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148043	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3147994	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148201	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148023	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148215	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148225	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148006	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148317	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	5178643	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	8397938	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148268	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	2790096	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	8397924	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148830	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148844	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148248	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148204	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3138620	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	8397907	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3148891	100.0	100.0	7.91e-64	133
Cluster_2	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_suzukii	3147996	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574505	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	1441016	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5697797	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5697823	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574390	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574460	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5697868	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5697826	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5697892	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574464	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574417	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574439	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574509	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574465	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5697897	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574416	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5697899	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574389	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5697820	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574412	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574508	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	8328483	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574381	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	1888494	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574436	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574459	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574511	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574413	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574387	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5697893	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574462	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5697869	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574386	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574438	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	9627305	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574414	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574463	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5697852	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574435	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5697874	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	1441015	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574382	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574437	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574388	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	6963259	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574461	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574434	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	1098375	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574441	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	6412166	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5697873	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5697804	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574383	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574415	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	2761762	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574458	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	2761872	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	561895	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Ephestia;Ephestia_kuehniella	5574440	100.0	100.0	7.91e-64	133
Cluster_3	Arthropoda;Insecta;Lepidoptera;Pyralidae;Phycitinae;Homoeosoma;Homoeosoma_stenopis	1888465	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	474179	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	9634161	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	9636479	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	3182798	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	2781412	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	2408150	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	6161165	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	9634159	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	8397847	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	3633743	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	3636470	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	4455979	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	3633745	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	9626772	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	9634157	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	9634158	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	9634164	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	9634163	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	3633746	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	506683	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	2781413	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	2169193	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	1469389	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	4466547	100.0	100.0	7.91e-64	133
Cluster_4	Arthropoda;Insecta;Diptera;Drosophilidae;Drosophilinae;Drosophila;Drosophila_melanogaster	9636481	100.0	100.0	7.91e-64	133
