#observation_name	blast_taxonomy	 blast_subject	blast_perc_identity	blast_perc_query_coverage	blast_evalue	blast_aln_length
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	CP012111.2546904.2548404	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	CP012111.2295164.2296664	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	CP021922.1662607.1664094	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	CP021922.1505957.1507443	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	CP021509.2367823.2369310	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	CP021509.2599057.2600544	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	CP021922.1992548.1994035	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	CP021509.1880180.1881667	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	CP021509.1111191.1112678	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	CP021922.2476645.2478132	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	CP021509.931969.933456	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	CP021922.2672540.2674027	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	AB906396.1.1427	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	MH191217.1.1367	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	AB680025.1.1413	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	AB680030.1.1413	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	AB680052.1.1414	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	AB680026.1.1413	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	AB680508.1.1413	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	AB680046.1.1413	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	AB680041.1.1413	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	AB680042.1.1413	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	AB680043.1.1413	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	AB680044.1.1413	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	JF793964.1.1351	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	JF793965.1.1351	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	JF793966.1.1351	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	AB470918.1.1460	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	GQ240636.1.1336	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	GQ240637.1.1363	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	EU780146.1.1400	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	AJ419834.1.1440	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus	X71863.1.1479	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter oryzifermentans	CP011120.2679924.2681424	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter oryzifermentans	CP011120.2524669.2526169	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter oryzifermentans	CP011120.2249417.2250917	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter oryzifermentans	CP011120.1765451.1766951	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter oryzifermentans	CP022374.1680722.1682222	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter oryzifermentans	CP011120.1597346.1598846	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter oryzifermentans	CP022374.1860373.1861873	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter oryzifermentans	CP022374.2968843.2970343	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter oryzifermentans	CP022374.2437891.2439391	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter oryzifermentans	CP022374.2761411.2762911	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pomorum	CP023189.143771.145271	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pomorum	CP023189.671611.673109	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pomorum	CP023657.1838248.1839748	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pomorum	CP023657.1682909.1684409	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pomorum	CP023657.2763856.2765356	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pomorum	CP023189.1217277.1218776	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pomorum	CP023657.2601268.2602768	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pomorum	CP023657.2130338.2131838	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP021524.1402559.1404046	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP021524.1557448.1558935	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP021524.2565820.2567307	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP021524.1870510.1871997	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP021524.2363892.2365379	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP015164.1285779.1287279	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP015168.1032243.1033743	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP015168.1297497.1298997	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP015168.1863142.1864642	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP015164.1080725.1082225	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP015164.1821008.1822508	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP015168.2025101.2026601	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP015164.2830993.2832493	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP015164.2673875.2675375	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	CP015168.874194.875694	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ascendens	JX986956.1.1437	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ghanensis	MH424854.1.1391	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ghanensis	AB906416.1.1433	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ghanensis	AB665083.1.1412	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ghanensis	LN609302.2646944.2648422	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ghanensis	LN609302.963435.964904	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ghanensis	LN609302.301067.302545	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ghanensis	LN609302.1871548.1873026	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ghanensis	LN609302.2016013.2017491	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter ghanensis	EF030713.1.1442	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter lovaniensis	AB680047.1.1413	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-03	AP011128.2767642.2769081	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-03	AP011128.1734333.1735772	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-03	AP011128.1541250.1542689	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-03	AP011128.2288168.2289607	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-03	AP011128.2612597.2614036	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-22	AP011142.2288148.2289587	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-22	AP011142.1734333.1735772	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-22	AP011142.2767622.2769061	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-22	AP011142.1541250.1542689	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-22	AP011142.2612577.2614016	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-01-42C	AP011163.1641060.1642527	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-01-42C	AP011163.2193284.2194751	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-01-42C	AP011163.2519128.2520595	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-01-42C	AP011163.2675590.2677029	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-07	AP011135.1733308.1734775	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-07	AP011135.2609931.2611398	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-07	AP011135.1540225.1541692	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-07	AP011135.2766399.2767838	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-07	AP011135.2285502.2286969	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-01	AP011121.2767844.2769283	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-01	AP011121.1540231.1541698	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-01	AP011121.2285538.2287005	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-01	AP011121.2611382.2612849	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-01	AP011121.1733314.1734781	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-12	AP011170.1540233.1541672	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-12	AP011170.2285505.2286944	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-12	AP011170.2609934.2611373	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-12	AP011170.1733316.1734755	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-12	AP011170.2764979.2766418	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-26	AP011149.1541250.1542689	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-26	AP011149.1734333.1735772	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-26	AP011149.2288190.2289629	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-26	AP011149.2767664.2769103	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-26	AP011149.2612619.2614058	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-32	AP011156.1540233.1541672	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-32	AP011156.1733316.1734755	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-32	AP011156.2609952.2611391	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-32	AP011156.2764997.2766436	100.0	100.0	1.36e-129	251
Cluster_3	Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter pasteurianus IFO 3283-32	AP011156.2285523.2286962	100.0	100.0	1.36e-129	251
Cluster_4	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia;Wolbachia endosymbiont of Drosophila incompta	CP011148.1167976.1169480	100.0	100.0	1.36e-129	251
Cluster_4	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia;unknown species	HM111331.1.1343	100.0	100.0	1.36e-129	251
Cluster_4	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia;unknown species	HM111374.1.1345	100.0	100.0	1.36e-129	251
Cluster_4	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia;Wolbachia sp.	CP001391.1289969.1291473	100.0	100.0	1.36e-129	251
Cluster_4	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachia;Wolbachia endosymbiont of Drosophila melanogaster	AE017196.1167943.1169389	100.0	100.0	1.36e-129	251
